customer_id,customer_name,age,city,product_id,product_name,category,purchase_date,purchase_quantity,price_per_unit,total_spent,age_outlier_flag,purchase_quantity_outlier_flag,price_per_unit_outlier_flag,total_spent_outlier_flag
4830,Robert Peterson,20.0,Port Anthony,191,Organic Apples,Dairy,2024-03-16,1.0,19.16,19.16,0,0,0,0
4831,Michelle Velazquez,64.0,Dawntown,186,Granola,Vegetable,2024-05-02,3.0,19.26,57.78,0,0,0,0
4832,Andrea Anderson,60.0,Robinside,179,Organic Apples,Vegetable,2024-08-18,1.0,13.15,13.15,0,0,0,0
4833,Ana Harvey,67.0,Brandiport,192,Kale,Organic,2024-04-07,3.0,17.47,52.41,0,0,0,0
4834,Robert Hill,27.0,Knighttown,161,Organic Apples,Organic,2024-05-02,4.0,17.29,69.16,0,0,0,0
4835,Unknown Customer,48.0,Unknown,101,Organic Apples,Snack,,,7.66,,0,0,0,0
4836,Henry Hardin Phd,68.0,Rodneyton,103,Granola,Snack,2024-06-09,4.0,7.44,29.76,0,0,0,0
4837,Christine Beck,35.0,Sanchezhaven,130,Fresh Milk,Snack,2024-02-01,4.0,11.64,46.56,0,0,0,0
4838,Melissa Wells,51.0,East Amandaside,199,Almond Butter,Dairy,2024-01-12,1.0,12.56,12.56,0,0,0,0
4839,Lisa Rogers,35.0,East Melissabury,108,Kale,Vegetable,2024-06-26,3.0,5.72,17.16,0,0,0,0
4840,Stephen Hill,75.0,Marmport,151,Almond Butter,Snack,2024-10-26,2.0,13.58,27.16,0,0,0,0
4841,Brittany White,58.0,Grantmouth,157,Organic Apples,Snack,2024-01-24,2.0,12.15,24.3,0,0,0,0
4842,Sara Morrison,29.0,South Joshuafurt,131,Tofu,Organic,2024-09-20,3.0,11.48,34.44,0,0,0,0
4843,Monica Le,60.0,Fernandezstad,147,Granola,Organic,2024-02-01,2.0,11.01,22.02,0,0,0,0
4844,Joseph Johnson,68.0,Michaelville,175,Tofu,Snack,2024-06-16,2.0,18.3,36.6,0,0,0,0
4845,David Perry,39.0,South Josephhaven,193,Almond Butter,Organic,2024-02-14,3.0,5.58,16.740000000000002,0,0,0,0
4846,Kimberly Lowe,62.0,Shannonborough,103,Kale,Organic,2024-01-21,2.0,10.29,20.58,0,0,0,0
4847,Anthony Daugherty,32.0,Floresfort,115,Organic Apples,Organic,2024-09-26,2.0,9.43,18.86,0,0,0,0
4848,David Johnston,61.0,Ramosfurt,129,Fresh Milk,Vegetable,2024-07-05,2.0,10.12,20.24,0,0,0,0
4849,Paula Hendricks,25.0,Michaelland,178,Organic Apples,Snack,2024-06-20,2.0,6.68,13.36,0,0,0,0
4850,David Harris,53.0,Haysburgh,146,Organic Apples,Dairy,2024-01-16,1.0,11.14,11.14,0,0,0,0
4851,Unknown Customer,48.0,Unknown,189,Fresh Milk,Organic,,,6.58,,0,0,0,0
4852,Amy Jones,56.0,Liushire,111,Granola,Snack,2024-08-12,3.0,3.83,11.49,0,0,0,0
4853,Melissa Mendez,44.0,Thompsonville,123,Organic Apples,Dairy,2024-04-01,3.0,5.5,16.5,0,0,0,0
4854,Amanda Dunn,58.0,Deanstad,132,Kale,Vegetable,2024-02-26,2.0,15.6,31.2,0,0,0,0
4855,Erica Thomas,56.0,North Bryanhaven,102,Granola,Organic,2024-02-16,4.0,10.1,40.4,0,0,0,0
4856,Benjamin Mcintyre,57.0,Jonathanmouth,142,Granola,Dairy,2024-01-20,1.0,4.37,4.37,0,0,0,0
4857,Ryan Sweeney,33.0,Websterstad,132,Kale,Snack,2024-02-20,2.0,15.52,31.04,0,0,0,0
4858,Madison Randolph,69.0,Jenkinsmouth,178,Almond Butter,Snack,2024-10-02,4.0,5.66,22.64,0,0,0,0
4859,Christina Nguyen,46.0,Staceyhaven,112,Almond Butter,Dairy,2024-06-04,2.0,9.4,18.8,0,0,0,0
4860,Lisa Burns,21.0,Bellbury,127,Tofu,Dairy,2024-07-21,1.0,6.96,6.96,0,0,0,0
4861,Jeff Fischer,40.0,New Andrew,153,Granola,Organic,2024-08-30,4.0,12.16,48.64,0,0,0,0
4862,William Maddox,60.0,North Christopher,140,Fresh Milk,Dairy,2024-05-22,2.0,10.93,21.86,0,0,0,0
4863,Miss Ruth Powers Dds,74.0,Williamsonbury,105,Tofu,Dairy,2024-07-12,2.0,12.51,25.02,0,0,0,0
4864,Abigail Gutierrez Md,33.0,Ellishaven,156,Almond Butter,Dairy,2024-06-05,1.0,15.14,15.14,0,0,0,0
4865,Mark Howard Phd,74.0,Lambertbury,191,Almond Butter,Organic,2024-07-06,4.0,11.62,46.48,0,0,0,0
4866,Christopher Elliott,72.0,East Mike,169,Fresh Milk,Organic,2024-04-22,1.0,11.27,11.27,0,0,0,0
4867,Kevin Parker,61.0,Lake Tommy,128,Almond Butter,Snack,2024-02-21,2.0,6.77,13.54,0,0,0,0
4868,Elizabeth Vargas,76.0,West Wesley,174,Almond Butter,Snack,2024-05-30,4.0,203.98,815.92,0,0,1,1
4869,Kevin Ibarra,21.0,Port Monicaborough,191,Tofu,Dairy,2024-07-17,1.0,7.5,7.5,0,0,0,0
4870,Robert Franco,30.0,Ronniemouth,199,Fresh Milk,Snack,2024-02-14,4.0,9.64,38.56,0,0,0,0
4871,Alexandra Williams,67.0,Mooreside,144,Fresh Milk,Vegetable,2024-03-03,1.0,2.43,2.43,0,0,0,0
4872,Adam Hernandez,38.0,Port Stephenview,117,Tofu,Dairy,2024-03-09,3.0,5.62,16.86,0,0,0,0
4873,Jared Aguirre,74.0,Riveramouth,187,Kale,Vegetable,2024-04-28,1.0,14.46,14.46,0,0,0,0
4874,Austin Morgan,74.0,Burchtown,129,Kale,Vegetable,2024-02-09,2.0,14.53,29.06,0,0,0,0
4875,Heather Johnson,40.0,Sharonside,107,Kale,Organic,2024-06-26,3.0,2.55,7.649999999999999,0,0,0,0
4876,Unknown Customer,48.0,Unknown,199,Kale,Vegetable,,,12.22,,0,0,0,0
4877,Ashley Marks,45.0,Thoiaston,165,Kale,Dairy,2024-06-12,3.0,12.91,38.73,0,0,0,0
4878,Thomas Garcia,38.0,Baileyshire,108,Organic Apples,Vegetable,2024-04-24,2.0,14.83,29.66,0,0,0,0
4879,James Garner,40.0,Booneview,122,Granola,Vegetable,2024-10-16,4.0,19.57,78.28,0,0,0,0
4880,Unknown Customer,48.0,Unknown,121,Organic Apples,Vegetable,,,14.07,,0,0,0,0
4881,Mary Bryant,25.0,Angelastad,156,Fresh Milk,Vegetable,2024-03-24,1.0,1.86,1.86,0,0,0,0
4882,Keith Ramirez,30.0,East Nicholas,184,Organic Apples,Organic,2024-05-31,1.0,6.86,6.86,0,0,0,0
4883,Eddie Hartman,37.0,Charleshaven,198,Organic Apples,Dairy,2024-07-28,1.0,3.85,3.85,0,0,0,0
4884,Justin Kemp,68.0,East Davidport,155,Tofu,Vegetable,2024-09-25,3.0,12.14,36.42,0,0,0,0
4885,Kevin Moreno,69.0,Krystalborough,109,Granola,Vegetable,2024-07-08,3.0,13.56,40.68,0,0,0,0
4886,Jeffrey Hutchinson,19.0,Georgeshire,174,Fresh Milk,Dairy,2024-05-21,2.0,3.62,7.24,0,0,0,0
4887,Crystal Oneill,52.0,Port Mariah,100,Organic Apples,Dairy,2024-05-13,3.0,18.24,54.72,0,0,0,0
4888,Alexandra Rivera,24.0,Carpentermouth,162,Kale,Vegetable,2024-10-17,4.0,18.18,72.72,0,0,0,0
4889,Unknown Customer,48.0,Unknown,130,Kale,Snack,,,15.75,,0,0,0,0
4890,Austin Johnson,26.0,Williamstown,137,Almond Butter,Snack,2024-04-02,1.0,16.45,16.45,0,0,0,0
4891,Unknown Customer,48.0,Unknown,138,Tofu,Snack,,,12.9,,0,0,0,0
4892,Holly Moreno,37.0,Davidfort,152,Granola,Dairy,2024-04-16,1.0,4.89,4.89,0,0,0,0
4893,Mark Hale,26.0,Mariachester,178,Fresh Milk,Vegetable,2024-10-30,2.0,3.2,6.4,0,0,0,0
4894,Tyler Clayton,66.0,East Michaelshire,145,Organic Apples,Snack,2024-02-25,2.0,5.37,10.74,0,0,0,0
4895,Benjamin Nguyen,74.0,Aliciamouth,186,Almond Butter,Vegetable,2024-11-07,2.0,13.23,26.46,0,0,0,0
4896,Kari Love,38.0,Castroshire,139,Kale,Dairy,2024-06-26,1.0,10.01,10.01,0,0,0,0
4897,Brittany Santiago,52.0,West Brendastad,125,Granola,Vegetable,2024-11-03,4.0,1.53,6.12,0,0,0,0
4898,Anthony Nichols,69.0,Port Ryanstad,137,Organic Apples,VEGETABLE,2024-01-19,3.0,6.22,18.66,0,0,0,0
4899,Janet Kidd,20.0,Lake Jeremiah,167,Organic Apples,Organic,2024-01-26,2.0,4.0,8.0,0,0,0,0
4900,Matthew Sims,39.0,Kevinmouth,101,Fresh Milk,Organic,2024-09-24,3.0,12.52,37.56,0,0,0,0
4901,Troy Andrews,29.0,Lake Brianna,162,Almond Butter,Dairy,2024-04-27,4.0,16.82,67.28,0,0,0,0
4902,Robert Wallace,74.0,North Victorstad,167,Kale,Vegetable,2024-03-01,2.0,11.27,22.54,0,0,0,0
4903,Caitlin Bates,26.0,East Brittany,182,Kale,Dairy,2024-10-07,3.0,9.97,29.910000000000004,0,0,0,0
4904,Christopher Romero,27.0,Gardnerstad,139,Almond Butter,Organic,2024-07-15,2.0,17.37,34.74,0,0,0,0
4905,Jordan Perry,23.0,Robertchester,170,Fresh Milk,Snack,2024-10-23,2.0,18.64,37.28,0,0,0,0
4906,Sheila Ward,51.0,Jenniferberg,113,Granola,Snack,2024-03-29,1.0,9.02,9.02,0,0,0,0
4907,Thomas Santana,62.0,Courtneyfurt,186,Tofu,Snack,2024-06-02,3.0,2.3,6.9,0,0,0,0
4908,Sarah Rogers,73.0,Duncanhaven,124,Kale,Snack,2024-02-27,3.0,4.99,14.97,0,0,0,0
4909,Maureen Ramos,20.0,East Juan,169,Fresh Milk,Snack,2024-01-16,4.0,15.64,62.56,0,0,0,0
4910,George Gibbs,69.0,Jonesfort,187,Fresh Milk,Organic,2024-03-24,1.0,11.24,11.24,0,0,0,0
4911,Ashley Wood,54.0,Jenkinsburgh,126,Almond Butter,Dairy,2024-10-20,4.0,9.14,36.56,0,0,0,0
4912,Tracey Tran,23.0,Fletcherbury,110,Almond Butter,Dairy,2024-07-03,186.0,9.84,1830.24,0,1,0,1
4913,Jason Miller,43.0,Fordmouth,112,Granola,Snack,2024-05-29,3.0,12.99,38.97,0,0,0,0
4914,Michael Carroll,23.0,Dannyland,139,Almond Butter,Snack,2024-10-20,1.0,8.04,8.04,0,0,0,0
4915,Matthew Jones,24.0,Port Robert,102,Almond Butter,Snack,2024-02-06,3.0,19.04,57.12,0,0,0,0
4916,Christopher Summers,18.0,South Jamesmouth,147,Kale,Snack,2024-08-27,4.0,11.27,45.08,0,0,0,0
4917,William Mitchell,43.0,North Ian,109,Organic Apples,Vegetable,2024-07-23,3.0,15.44,46.32,0,0,0,0
4918,Marc Hart,50.0,South Dwayne,155,Granola,Dairy,2024-06-04,4.0,9.83,39.32,0,0,0,0
4919,Tiffany Taylor,60.0,Jessicamouth,158,Almond Butter,Organic,2024-02-08,2.0,16.16,32.32,0,0,0,0
4920,Richard Leon,36.0,New Cassandra,148,Organic Apples,Vegetable,2024-07-01,1.0,5.36,5.36,0,0,0,0
4921,Crystal Turner,39.0,Port Ruthtown,187,Almond Butter,Vegetable,2024-04-11,4.0,14.45,57.8,0,0,0,0
4922,Robert Bird,61.0,Robertburgh,196,Tofu,Vegetable,2024-04-29,4.0,15.88,63.52,0,0,0,0
4923,Daniel Hall,28.0,New Joyce,129,Kale,Dairy,2024-08-05,4.0,15.13,60.52,0,0,0,0
4924,Russell Hines,55.0,North Christopherhaven,130,Kale,Organic,2024-05-10,2.0,15.06,30.12,0,0,0,0
4925,Garrett Perez,77.0,Martinezside,189,Almond Butter,Vegetable,2024-03-13,1.0,3.94,3.94,0,0,0,0
4926,Dawn Rodriguez,36.0,New Maryside,199,Tofu,Organic,2024-03-06,3.0,15.4,46.2,0,0,0,0
4927,Adam Flores,57.0,Josephchester,163,Organic Apples,Snack,2024-07-30,2.0,19.75,39.5,0,0,0,0
4928,Michele Martinez,70.0,Reedview,137,Tofu,Snack,2024-03-18,3.0,17.09,51.27,0,0,0,0
4929,Laura Ruiz,18.0,Leeview,125,Organic Apples,Organic,2024-09-27,2.0,2.03,4.06,0,0,0,0
4930,Jeremy Williams,51.0,Lake Christopher,135,Organic Apples,Organic,2024-01-07,3.0,11.44,34.32,0,0,0,0
4931,Mark Roberts,55.0,South Ronaldville,196,Almond Butter,Dairy,2024-07-01,2.0,4.93,9.86,0,0,0,0
4932,Melissa Russell,44.0,Reynoldstown,143,Granola,Vegetable,2024-04-16,1.0,10.21,10.21,0,0,0,0
4933,Craig Meyer,53.0,East Ashley,175,Granola,Organic,2024-10-18,1.0,18.5,18.5,0,0,0,0
4934,Dustin Saunders,66.0,Fryeport,177,Almond Butter,Vegetable,2024-04-24,3.0,197.57,592.71,0,0,1,1
4935,Johnny Gomez,30.0,Williamstad,117,Granola,Vegetable,2024-02-21,1.0,19.97,19.97,0,0,0,0
4936,Alejandro Tucker Md,59.0,Lake Tammyside,133,Kale,Dairy,2024-08-30,199.0,4.92,979.08,0,1,0,1
4937,Dustin Romero,33.0,Kellyview,194,Fresh Milk,Organic,2024-03-26,4.0,10.57,42.28,0,0,0,0
4938,Savannah Morrison,23.0,Lindseyside,184,Fresh Milk,Organic,2024-06-15,1.0,12.99,12.99,0,0,0,0
4939,Andre Ramirez,32.0,West Joseport,172,Almond Butter,Snack,2024-04-14,3.0,10.85,32.55,0,0,0,0
4940,Bryan Stone,45.0,East Aaronton,176,Tofu,Dairy,2024-03-07,4.0,1.23,4.92,0,0,0,0
4941,Patrick Holder,24.0,Lake Kristin,120,Granola,Vegetable,2024-01-23,4.0,5.15,20.6,0,0,0,0
4942,Dominique Edwards,72.0,Ramirezhaven,125,Kale,Snack,2024-04-07,4.0,9.61,38.44,0,0,0,0
4943,Louis Morris,40.0,East Jonathanmouth,177,Granola,Dairy,2024-03-29,1.0,4.54,4.54,0,0,0,0
4944,Unknown Customer,48.0,Unknown,133,Fresh Milk,Vegetable,,,15.64,,0,0,0,0
4945,Jamie Kline,38.0,New Harry,199,Granola,Snack,2024-09-17,3.0,19.85,59.55,0,0,0,0
4946,Christopher Clark,55.0,Lake Henryshire,153,Fresh Milk,Vegetable,2024-07-19,4.0,10.94,43.76,0,0,0,0
4947,Alexander Little,78.0,Ronaldstad,170,Kale,Vegetable,2024-03-11,2.0,5.44,10.88,0,0,0,0
4948,Melinda Martinez,47.0,South Miaberg,183,Organic Apples,Organic,2024-08-16,2.0,3.69,7.38,0,0,0,0
4949,Johnny Lawrence Dds,36.0,East Jill,118,Fresh Milk,Dairy,2024-03-23,4.0,2.34,9.36,0,0,0,0
4950,Sarah Johnson,28.0,West Kayla,177,Almond Butter,Snack,2024-10-19,3.0,14.75,44.25,0,0,0,0
4951,Mark Watts,37.0,Collinsmouth,114,Fresh Milk,Dairy,2024-06-15,1.0,11.31,11.31,0,0,0,0
4952,Luis Patterson,70.0,New Michael,169,Organic Apples,Dairy,2024-05-21,4.0,9.63,38.52,0,0,0,0
4953,Tonya Dixon,57.0,Coxshire,131,Fresh Milk,Organic,2024-01-24,2.0,7.04,14.08,0,0,0,0
4954,Michael Powers,27.0,Brianport,165,Kale,Organic,2024-04-18,2.0,15.54,31.08,0,0,0,0
4955,Unknown Customer,48.0,Unknown,172,Organic Apples,Snack,,,2.75,,0,0,0,0
4956,Clayton Weaver,79.0,East Markburgh,151,Organic Apples,Vegetable,2024-08-27,3.0,14.71,44.13,0,0,0,0
4957,Luke Robinson,76.0,Sarahton,124,Tofu,Vegetable,2024-11-04,1.0,10.03,10.03,0,0,0,0
4958,Michael Tanner,66.0,West John,160,Granola,Snack,2024-09-01,4.0,19.21,76.84,0,0,0,0
4959,Carrie Robinson,40.0,Davidburgh,107,Kale,Vegetable,2024-02-09,3.0,8.22,24.660000000000004,0,0,0,0
4960,Unknown Customer,48.0,Unknown,141,Kale,Organic,,,13.28,,0,0,0,0
4961,Jamie Montgomery,68.0,Johnmouth,144,Almond Butter,Organic,2024-04-25,3.0,5.42,16.259999999999998,0,0,0,0
4962,Jeffrey Adkins,25.0,Kaitlintown,183,Granola,Dairy,2024-10-03,1.0,19.26,19.26,0,0,0,0
4963,Joe Burnett,36.0,Ruizland,133,Kale,Organic,2024-05-04,4.0,3.3,13.2,0,0,0,0
4964,Lauren Daniels,49.0,Port Tommybury,164,Organic Apples,Vegetable,2024-04-11,3.0,15.59,46.77,0,0,0,0
4965,Jessica Simon,55.0,Phillipsside,188,Organic Apples,Snack,2024-01-24,3.0,13.9,41.7,0,0,0,0
4966,Jason Avila,59.0,Lake Chadton,109,Organic Apples,Organic,2024-09-28,1.0,10.69,10.69,0,0,0,0
4967,Michael Gillespie,70.0,Morenofort,121,Almond Butter,Dairy,2024-07-31,3.0,14.0,42.0,0,0,0,0
4968,Patricia Wright,70.0,Smithport,108,Tofu,Dairy,2024-01-07,2.0,16.99,33.98,0,0,0,0
4969,April Short,36.0,West Tanyamouth,135,Tofu,Dairy,2024-05-27,2.0,16.7,33.4,0,0,0,0
4970,Jennifer Payne,34.0,Davidmouth,143,Almond Butter,Organic,2024-02-18,2.0,2.79,5.58,0,0,0,0
4971,Jose Mckinney,21.0,East Johnberg,107,Tofu,Dairy,2024-03-18,2.0,15.38,30.76,0,0,0,0
4972,Patricia Sanchez,34.0,New Amy,191,Tofu,Snack,2024-01-14,2.0,6.37,12.74,0,0,0,0
4973,Karen Bryant,73.0,Port Raymond,102,Organic Apples,Vegetable,2024-02-02,2.0,19.75,39.5,0,0,0,0
4974,Justin Brown,62.0,North Bryan,102,Almond Butter,Vegetable,2024-08-14,4.0,7.54,30.16,0,0,0,0
4975,Unknown Customer,48.0,Unknown,173,Kale,Organic,,,4.91,,0,0,0,0
4976,Timothy Lam,46.0,West Rebeccaville,170,Almond Butter,Dairy,2024-05-08,4.0,5.0,20.0,0,0,0,0
4977,Gregory Barker,53.0,Austinfurt,109,Fresh Milk,Dairy,2024-02-08,2.0,13.12,26.24,0,0,0,0
4978,Susan Faulkner Dds,74.0,Figueroafurt,174,Granola,Vegetable,2024-01-07,3.0,17.49,52.47,0,0,0,0
4979,Francisco Turner,35.0,South Karen,189,Organic Apples,Organic,2024-07-27,4.0,9.74,38.96,0,0,0,0
4980,David Wyatt,36.0,Woodsburgh,107,Granola,Organic,2024-10-13,4.0,3.03,12.12,0,0,0,0
4981,Eric Stuart,49.0,Perezbury,132,Granola,Dairy,2024-09-13,2.0,19.03,38.06,0,0,0,0
4982,Dr. Jacqueline Carpenter,78.0,Robertsside,109,Almond Butter,Vegetable,2024-09-03,4.0,5.45,21.8,0,0,0,0
4983,Jennifer Hawkins,75.0,South Craigbury,142,Granola,Vegetable,2024-02-16,1.0,18.57,18.57,0,0,0,0
4984,Unknown Customer,48.0,Unknown,108,Organic Apples,Dairy,,,1.99,,0,0,0,0
4985,Kimberly French,52.0,Port Philip,185,Organic Apples,Organic,2024-01-11,2.0,4.55,9.1,0,0,0,0
4986,Heather Riddle,51.0,New Stephanie,124,Granola,Organic,2024-08-01,2.0,2.69,5.38,0,0,0,0
4987,Daisy Santana,21.0,New Amy,128,Granola,Organic,2024-09-16,1.0,5.62,5.62,0,0,0,0
4988,Robert Burton,55.0,Port Kevinton,172,Fresh Milk,Vegetable,2024-08-21,1.0,18.92,18.92,0,0,0,0
4989,Nancy Mckee,66.0,Castilloview,123,Fresh Milk,Snack,2024-03-08,1.0,7.08,7.08,0,0,0,0
4990,Daniel Flynn,47.0,Brandychester,133,Granola,Dairy,2024-05-04,4.0,18.71,74.84,0,0,0,0
4991,Daniel Sanchez,23.0,Meganchester,161,Fresh Milk,Vegetable,2024-05-25,2.0,4.89,9.78,0,0,0,0
4992,Martin Ramirez,29.0,East Veronicamouth,199,Almond Butter,Vegetable,2024-09-01,3.0,19.21,57.63,0,0,0,0
4993,Lisa Compton,31.0,Davidland,152,Organic Apples,Organic,2024-10-10,2.0,4.91,9.82,0,0,0,0
4994,Dr. Terri Thomas,36.0,Lewisshire,153,Tofu,Vegetable,2024-02-07,2.0,9.4,18.8,0,0,0,0
4995,Robin Wheeler,70.0,North Erik,153,Kale,Organic,2024-07-10,1.0,6.67,6.67,0,0,0,0
4996,Danielle Jones,33.0,Lake Henry,114,Kale,Vegetable,2024-07-19,4.0,17.27,69.08,0,0,0,0
4997,John Mccoy,20.0,Wellsmouth,180,Almond Butter,Dairy,2024-01-23,1.0,8.99,8.99,0,0,0,0
4998,Kimberly Green,33.0,East Lindsey,166,Tofu,Organic,2024-03-09,2.0,3.03,6.06,0,0,0,0
4999,Lisa Thomas,78.0,Raymouth,192,Granola,Dairy,2024-06-12,1.0,16.29,16.29,0,0,0,0
5000,Megan Patton,65.0,North Kristiechester,112,Tofu,Snack,2024-01-21,1.0,9.38,9.38,0,0,0,0
5001,Jerry Green,59.0,South Michaelport,185,Kale,Organic,2024-01-13,4.0,5.2,20.8,0,0,0,0
5002,Anthony Frazier,32.0,Jillianborough,125,Fresh Milk,Dairy,2024-11-08,2.0,1.9,3.8,0,0,0,0
5003,Carol Thomas,63.0,South Andrewmouth,118,Tofu,Organic,2024-09-20,1.0,5.67,5.67,0,0,0,0
5004,Shaun Summers,72.0,Mcdonaldborough,109,Tofu,Vegetable,2024-01-09,1.0,7.12,7.12,0,0,0,0
5005,Robert Gordon,79.0,Lake Lindsay,188,Fresh Milk,Organic,2024-01-29,1.0,1.73,1.73,0,0,0,0
5006,Audrey Herring,44.0,Stephanieton,153,Granola,Snack,2024-10-14,2.0,156.32,312.64,0,0,1,1
5007,Lindsey Hood,20.0,Nicholasport,183,Almond Butter,Snack,2024-03-10,2.0,445.34,890.68,0,0,1,1
5008,Michelle Faulkner,63.0,West Anthonyshire,144,Tofu,Snack,2024-01-14,1.0,12.35,12.35,0,0,0,0
5009,Casey Bowen,61.0,North Mikeberg,116,Tofu,Dairy,2024-04-09,4.0,18.8,75.2,0,0,0,0
5010,Andrew Walters,44.0,New Bradleyfort,168,Almond Butter,Snack,2024-01-14,4.0,8.81,35.24,0,0,0,0
5011,Leslie Rodriguez,54.0,West Tracy,134,Granola,Snack,2024-03-03,1.0,15.46,15.46,0,0,0,0
5012,Alexandra Mcclure,69.0,Singhview,121,Granola,Vegetable,2024-03-25,4.0,2.61,10.44,0,0,0,0
5013,Amber Nelson,71.0,Yolandamouth,179,Tofu,Vegetable,2024-08-07,3.0,18.45,55.35,0,0,0,0
5014,Cindy Richards,76.0,Chadside,185,Fresh Milk,Organic,2024-07-13,1.0,19.94,19.94,0,0,0,0
5015,Elizabeth Francis,39.0,Timothyhaven,127,Almond Butter,Snack,2024-04-06,4.0,18.74,74.96,0,0,0,0
5016,Brittany Brown,77.0,East Brent,150,Tofu,Snack,2024-07-10,1.0,14.62,14.62,0,0,0,0
5017,Jason Roth,51.0,West Anthony,109,Kale,Organic,2024-01-06,1.0,2.77,2.77,0,0,0,0
5018,Justin Larson,77.0,Lauriestad,155,Fresh Milk,Snack,2024-02-23,2.0,10.44,20.88,0,0,0,0
5019,Samantha Lewis,51.0,Catherinemouth,153,Almond Butter,Dairy,2024-09-20,4.0,13.05,52.2,0,0,0,0
5020,Gabrielle Lane,24.0,Amystad,184,Almond Butter,Organic,2024-01-29,1.0,8.36,8.36,0,0,0,0
5021,Sheri Johnson,66.0,North Patricia,105,Organic Apples,Vegetable,2024-08-01,4.0,2.03,8.12,0,0,0,0
5022,Jennifer Sanchez,57.0,South Amandaside,177,Granola,Vegetable,2024-02-26,4.0,8.57,34.28,0,0,0,0
5023,Sergio Campbell,53.0,Lake Mark,145,Almond Butter,Organic,2024-09-10,2.0,16.5,33.0,0,0,0,0
5024,Patrick Hunter,35.0,South Michael,117,Tofu,Dairy,2024-03-24,1.0,10.2,10.2,0,0,0,0
5025,Ronald Kemp,71.0,South Jessicafurt,152,Almond Butter,Dairy,2024-09-23,2.0,3.65,7.3,0,0,0,0
5026,Brandon Carrillo,49.0,New James,115,Kale,Snack,2024-02-04,2.0,3.57,7.14,0,0,0,0
5027,Nicholas Allen,42.0,Lewisshire,164,Kale,Snack,2024-04-02,3.0,14.55,43.650000000000006,0,0,0,0
5028,Michael Anderson,54.0,New Johnberg,170,Fresh Milk,Organic,2024-11-05,2.0,12.38,24.76,0,0,0,0
5029,Caroline Barnes,29.0,Gregoryborough,164,Almond Butter,Dairy,2024-07-08,1.0,16.51,16.51,0,0,0,0
5030,Tyler Rodriguez,62.0,Taylorview,198,Organic Apples,Dairy,2024-01-10,1.0,7.55,7.55,0,0,0,0
5031,Hannah Li,27.0,Churchfort,139,Tofu,Snack,2024-07-24,4.0,19.43,77.72,0,0,0,0
5032,Charles Wright,74.0,West Charles,145,Granola,Snack,2024-05-30,2.0,10.14,20.28,0,0,0,0
5033,Sara Morales,50.0,East Kristen,130,Fresh Milk,Organic,2024-03-15,1.0,12.26,12.26,0,0,0,0
5034,Emily Robertson,70.0,Jonestown,151,Almond Butter,Dairy,2024-05-11,2.0,8.93,17.86,0,0,0,0
5035,Cassandra Weber,30.0,New Steven,196,Organic Apples,Dairy,2024-11-02,2.0,15.73,31.46,0,0,0,0
5036,Unknown Customer,48.0,Unknown,139,Organic Apples,Vegetable,,,12.53,,0,0,0,0
5037,Joy Finley,26.0,Jordanburgh,105,Fresh Milk,Organic,2024-01-16,4.0,3.83,15.32,0,0,0,0
5038,Olivia Roberts,23.0,Andersonshire,196,Fresh Milk,Vegetable,2024-01-27,4.0,9.29,37.16,0,0,0,0
5039,Michael Martin,69.0,Phillipchester,147,Fresh Milk,Organic,2024-10-25,4.0,18.94,75.76,0,0,0,0
5040,Terry Anderson,23.0,Henryberg,195,Organic Apples,SNACK,2024-01-25,2.0,264.3,528.6,0,0,1,1
5041,Marcus Green Dvm,49.0,Jeremyfort,160,Fresh Milk,Dairy,2024-09-19,1.0,3.51,3.51,0,0,0,0
5042,Jacob Ramirez,74.0,North Loriland,139,Fresh Milk,Dairy,2024-01-26,4.0,11.1,44.4,0,0,0,0
5043,Lisa Andrews,49.0,Lake Julie,167,Organic Apples,Vegetable,2024-08-04,3.0,15.2,45.6,0,0,0,0
5044,Tiffany Jones,48.0,Gilbertfurt,184,Fresh Milk,Vegetable,2024-05-31,4.0,5.26,21.04,0,0,0,0
5045,Nicholas Walker,36.0,Aprilland,137,Fresh Milk,Dairy,2024-07-17,3.0,13.31,39.93,0,0,0,0
5046,Donna Moore,50.0,Paulton,186,Granola,Dairy,2024-05-04,1.0,18.55,18.55,0,0,0,0
5047,Jason Johnson,22.0,North Emilyberg,186,Kale,Snack,2024-08-30,1.0,10.77,10.77,0,0,0,0
5048,Brenda Chavez,38.0,South Kristinaland,136,Almond Butter,Dairy,2024-10-25,2.0,1.92,3.84,0,0,0,0
5049,Brandon Jensen,40.0,North Paulborough,147,Granola,Organic,2024-06-20,2.0,14.37,28.74,0,0,0,0
5050,Elizabeth Palmer,65.0,North Joseph,138,Granola,Vegetable,2024-07-14,3.0,10.9,32.7,0,0,0,0
5051,Rebecca Conner,28.0,Melrssabury,118,Organic Apples,Dairy,2024-08-27,1.0,3.5,3.5,0,0,0,0
5052,Robert Williams,31.0,Cynthiahaven,120,Kale,Dairy,2024-01-05,4.0,10.79,43.16,0,0,0,0
5053,Michelle Thompson,30.0,Port Lindaville,172,Kale,Dairy,2024-03-25,4.0,2.82,11.28,0,0,0,0
5054,Daniel Young,35.0,Danielsview,148,Tofu,Snack,2024-07-05,1.0,18.78,18.78,0,0,0,0
